ID	Name	Desc
LL0000030946	tradv26.0	T-cell receptor alpha/delta variable 26.0
LL0000030947	tradv27.0	T-cell receptor alpha/delta variable 27.0
LL0000030948	tradv28.0	T-cell receptor alpha/delta variable 28.0
LL0000030949	tradv29.0	T-cell receptor alpha/delta variable 29.0
LL0000030950	tradv3.0.1	T-cell receptor alpha/delta variable 3.0.1
LL0000030951	tradv3.0.3	T-cell receptor alpha/delta variable 3.0.3
LL0000030952	tradv3.0.4	T-cell receptor alpha/delta variable 3.0.4
LL0000030953	tradv30.0.1	T-cell receptor alpha/delta variable 30.0.1
LL0000030954	tradv30.0.6	T-cell receptor alpha/delta variable 30.0.6
LL0000030955	tradv31.0	T-cell receptor alpha/delta variable 31.0
LL0000030956	tradv36.2.12	T-cell receptor alpha/delta variable 36.2.12
LL0000030957	tradv4.0.1	T-cell receptor alpha/delta variable 4.0.1
LL0000030958	tradv4.0.2	T-cell receptor alpha/delta variable 4.0.2
LL0000030959	tradv4.0.3	T-cell receptor alpha/delta variable 4.0.3
LL0000030960	tradv40.0	T-cell receptor alpha/delta variable 40.0
LL0000030961	tradv41.0	T-cell receptor alpha/delta variable 41.0
LL0000030962	tradv5.0.1	T-cell receptor alpha/delta variable 5.0.1
LL0000030963	tradv5.0.2	T-cell receptor alpha/delta variable 5.0.2
LL0000030964	tradv6.0.1	T-cell receptor alpha/delta variable 6.0.1
LL0000030965	tradv6.0.2	T-cell receptor alpha/delta variable 6.0.2
LL0000030966	tradv6.0.3	T-cell receptor alpha/delta variable 6.0.3
LL0000030967	tradv6.0.4	T-cell receptor alpha/delta variable 6.0.4
LL0000030968	tradv7.0	T-cell receptor alpha/delta variable 7.0
LL0000030969	tradv8.0	T-cell receptor alpha/delta variable 8.0
LL0000030970	traf1	TNF receptor-associated factor 1
LL0000030971	traf2a	Tnf receptor-associated factor 2a
LL0000030972	traf2b	Tnf receptor-associated factor 2b
LL0000030973	traf3	TNF receptor-associated factor 3
LL0000030974	traf3ip1	TNF receptor-associated factor 3 interacting protein 1
LL0000030975	traf3ip2a	TRAF3 interacting protein 2a
LL0000030976	traf3ip2l	TRAF3 interacting protein 2-like
LL0000030977	traf4a	tnf receptor-associated factor 4a
LL0000030978	traf4b	tnf receptor-associated factor 4b
LL0000030979	traf5	Tnf receptor-associated factor 5
LL0000030980	traf6	TNF receptor-associated factor 6
LL0000030981	traf7	TNF receptor-associated factor 7
LL0000030982	trafd1	TRAF-type zinc finger domain containing 1
LL0000030983	traip	TRAF-interacting protein
LL0000030984	traj10	T-cell receptor alpha joining 10
LL0000030985	traj11	T-cell receptor alpha joining 11
LL0000030986	traj12	T-cell receptor alpha joining 12
LL0000030987	traj15	T-cell receptor alpha joining 15
LL0000030988	traj17	T-cell receptor alpha joining 17
LL0000030989	traj18	T-cell receptor alpha joining 18
LL0000030990	traj2	T-cell receptor alpha joining 2
LL0000030991	traj21	T-cell receptor alpha joining 21
LL0000030992	traj22	T-cell receptor alpha joining 22
LL0000030993	traj23	T-cell receptor alpha joining 23
LL0000030994	traj26	T-cell receptor alpha joining 26
LL0000030995	traj28	T-cell receptor alpha joining 28
LL0000030996	traj3	T-cell receptor alpha joining 3
LL0000030997	traj31	T-cell receptor alpha joining 31
LL0000030998	traj32	T-cell receptor alpha joining 32
LL0000030999	traj35	T-cell receptor alpha joining 35
LL0000031000	traj37	T-cell receptor alpha joining 37
LL0000031001	traj39	T-cell receptor alpha joining 39
LL0000031002	traj4	T-cell receptor alpha joining 4
LL0000031003	traj41	T-cell receptor alpha joining 41
LL0000031004	traj42	T-cell receptor alpha joining 42
LL0000031005	traj43	T-cell receptor alpha joining 43
LL0000031006	traj44	T-cell receptor alpha joining 44
LL0000031007	traj45	T-cell receptor alpha joining 45
LL0000031008	traj46	T-cell receptor alpha joining 46
LL0000031009	traj47	T-cell receptor alpha joining 47
LL0000031010	traj5	T-cell receptor alpha joining 5
LL0000031011	traj51	T-cell receptor alpha joining 51
LL0000031012	traj54	T-cell receptor alpha joining 54
LL0000031013	traj55	T-cell receptor alpha joining 55
LL0000031014	traj56	T-cell receptor alpha joining 56
LL0000031015	traj57	T-cell receptor alpha joining 57
LL0000031016	traj58	T-cell receptor alpha joining 58
LL0000031017	traj59	T-cell receptor alpha joining 59
LL0000031018	traj6	T-cell receptor alpha joining 6
LL0000031019	traj60	T-cell receptor alpha joining 60
LL0000031020	traj7	T-cell receptor alpha joining 7
LL0000031021	trak1a	trafficking protein, kinesin binding 1a
LL0000031022	trak1b	trafficking protein, kinesin binding 1b
LL0000031023	trak2	trafficking protein, kinesin binding 2
LL0000031024	tram1	translocation associated membrane protein 1
LL0000031025	tram2	translocation associated membrane protein 2
LL0000031026	trap1	TNF receptor-associated protein 1
LL0000031027	trappc1	trafficking protein particle complex 1
LL0000031028	trappc10	trafficking protein particle complex 10
LL0000031029	trappc11	trafficking protein particle complex 11
LL0000031030	trappc12	trafficking protein particle complex 12
LL0000031031	trappc13	trafficking protein particle complex 13
LL0000031032	trappc2	trafficking protein particle complex 2
LL0000031033	trappc2l	trafficking protein particle complex 2-like
LL0000031034	trappc3	trafficking protein particle complex 3
LL0000031035	trappc4	trafficking protein particle complex 4
LL0000031036	trappc5	trafficking protein particle complex 5
LL0000031037	trappc6b	trafficking protein particle complex 6b
LL0000031038	trappc6bl	trafficking protein particle complex 6b-like
LL0000031039	trappc8	trafficking protein particle complex 8
LL0000031041	trappc9	trafficking protein particle complex 9
LL0000031042	trarg1a	trafficking regulator of GLUT4 (SLC2A4) 1a
LL0000031043	trarg1b	trafficking regulator of GLUT4 (SLC2A4) 1b
LL0000031044	trdc	T-cell receptor delta constant
LL0000031045	trdj1	T-cell receptor delta joining 1
LL0000031046	trdj2	T-cell receptor delta joining 2
LL0000031047	trdmt1	tRNA aspartic acid methyltransferase 1
LL0000031048	trdn	triadin
LL0000031049	treh	trehalase (brush-border membrane glycoprotein)
LL0000031050	trem2	triggering receptor expressed on myeloid cells 2
LL0000031051	trgv1	T cell receptor gamma variable 1
LL0000031052	trgv2	T cell receptor gamma variable 2
LL0000031053	trgv3	T cell receptor gamma variable 3
LL0000031054	trgv5	T cell receptor gamma variable 5
LL0000031055	trgv6	T cell receptor gamma variable 6
LL0000031056	trgv7	T cell receptor gamma variable 7
LL0000031057	trh	thyrotropin-releasing hormone
LL0000031058	trhde.2	thyrotropin releasing hormone degrading enzyme, tandem duplicate 2
LL0000031059	trhr2	thyrotropin releasing hormone receptor 2
LL0000031060	trhra	thyrotropin-releasing hormone receptor a
LL0000031061	trhrb	thyrotropin-releasing hormone receptor b
LL0000031062	triap1	TP53 regulated inhibitor of apoptosis 1
LL0000031063	trib1	tribbles pseudokinase 1
LL0000031064	trib2	tribbles pseudokinase 2
LL0000031065	trib3	tribbles pseudokinase 3
LL0000031066	tril	TLR4 interactor with leucine-rich repeats
LL0000031067	trim101	tripartite motif containing 101
LL0000031068	trim105	tripartite motif containing 105
LL0000031069	trim107	tripartite motif containing 107
LL0000031070	trim108	tripartite motif containing 108
LL0000031071	trim109	tripartite motif containing 109
LL0000031072	trim110	tripartite motif containing 110
LL0000031073	trim13	tripartite motif containing 13
LL0000031074	trim16	tripartite motif containing 16
LL0000031075	trim23	tripartite motif containing 23
LL0000031076	trim24	tripartite motif containing 24
LL0000031077	trim25	tripartite motif containing 25
LL0000031078	trim25l	tripartite motif containing 25, like
LL0000031079	trim2a	tripartite motif containing 2a
LL0000031080	trim2b	tripartite motif containing 2b
LL0000031081	trim32	tripartite motif containing 32
LL0000031082	trim33	tripartite motif containing 33
LL0000031083	trim33l	tripartite motif containing 33, like
LL0000031084	trim35-1	tripartite motif containing 35-1
LL0000031085	trim35-10	tripartite motif containing 35-10
LL0000031086	trim35-12	tripartite motif containing 35-12
LL0000031087	trim35-13	tripartite motif containing 35-13
LL0000031088	trim35-14	tripartite motif containing 35-14
LL0000031089	trim35-19	tripartite motif containing 35-19
LL0000031090	trim35-20	tripartite motif containing 35-20
LL0000031091	trim35-21	tripartite motif containing 35-21
LL0000031092	trim35-22	tripartite motif containing 35-22
LL0000031093	trim35-23	tripartite motif containing 35-23
LL0000031094	trim35-24	tripartite motif containing 35-24
LL0000031095	trim35-25	tripartite motif containing 35-25
LL0000031096	trim35-27	tripartite motif containing 35-27
LL0000031097	trim35-28	tripartite motif containing 35-28
LL0000031098	trim35-29	tripartite motif containing 35-29
LL0000031099	trim35-3	tripartite motif containing 35-3
LL0000031100	trim35-30	tripartite motif containing 35-30
LL0000031101	trim35-31	tripartite motif containing 35-31
LL0000031102	trim35-33	tripartite motif containing 35-33
LL0000031103	trim35-34	tripartite motif containing 35-34
LL0000031104	trim35-39	tripartite motif containing 35-39
LL0000031105	trim35-40	tripartite motif containing 35-40
LL0000031106	trim35-7	tripartite motif containing 35-7
LL0000031107	trim35-9	tripartite motif containing 35-9
LL0000031108	trim36	tripartite motif containing 36
LL0000031109	trim37	tripartite motif containing 37
LL0000031110	trim3a	tripartite motif containing 3a
LL0000031111	trim3b	tripartite motif containing 3b
LL0000031112	trim44	tripartite motif containing 44
LL0000031113	trim45	tripartite motif containing 45
LL0000031114	trim46a	tripartite motif containing 46a
LL0000031115	trim46b	tripartite motif containing 46b
LL0000031116	trim47	tripartite motif containing 47
LL0000031117	trim54	tripartite motif containing 54
LL0000031118	trim55a	tripartite motif containing 55a
LL0000031119	trim55b	tripartite motif containing 55b
LL0000031120	trim59	tripartite motif containing 59
LL0000031121	trim62	tripartite motif containing 62 [Source:ZFIN;Acc:ZDB-GENE-070112-502]
LL0000031122	trim63a	tripartite motif containing 63a
LL0000031123	trim63b	tripartite motif containing 63b
LL0000031124	trim65	tripartite motif containing 65
LL0000031125	trim66	tripartite motif containing 66
LL0000031126	TRIM67	tripartite motif containing 67 [Source:NCBI gene;Acc:100332164]
LL0000031127	trim69	tripartite motif containing 69
LL0000031128	trim71	tripartite motif containing 71, E3 ubiquitin protein ligase
LL0000031129	trim8a	tripartite motif containing 8a
LL0000031130	trim8b	tripartite motif containing 8b
LL0000031131	trim9	tripartite motif containing 9
LL0000031132	trioa	trio Rho guanine nucleotide exchange factor a
LL0000031133	triob	trio Rho guanine nucleotide exchange factor b
LL0000031134	triobpa	TRIO and F-actin binding protein a
LL0000031135	triobpb	TRIO and F-actin binding protein b
LL0000031136	trip10a	thyroid hormone receptor interactor 10a
LL0000031137	trip10b	thyroid hormone receptor interactor 10b
LL0000031138	trip11	thyroid hormone receptor interactor 11
LL0000031139	trip12	thyroid hormone receptor interactor 12
LL0000031140	trip13	thyroid hormone receptor interactor 13
LL0000031141	trip4	thyroid hormone receptor interactor 4
LL0000031142	trip6	thyroid hormone receptor interactor 6
LL0000031143	triqk	triple QxxK/R motif containing
LL0000031144	trir	telomerase RNA component interacting RNase
LL0000031145	trit1	tRNA isopentenyltransferase 1
LL0000031146	trmo	tRNA methyltransferase O
LL0000031147	trmt1	tRNA methyltransferase 1
LL0000031148	trmt10a	tRNA methyltransferase 10A
LL0000031149	trmt10b	tRNA methyltransferase 10B
LL0000031150	trmt10c	tRNA methyltransferase 10C, mitochondrial RNase P subunit
LL0000031151	trmt11	tRNA methyltransferase 11 homolog
LL0000031152	trmt112	tRNA methyltransferase subunit 11-2
LL0000031153	trmt12	tRNA methyltransferase 12 homolog
LL0000031154	trmt13	tRNA methyltransferase 13 homolog
LL0000031155	trmt1l	tRNA methyltransferase 1-like
LL0000031156	trmt2a	tRNA methyltransferase 2 homolog A
LL0000031157	trmt2b	tRNA methyltransferase 2 homolog B
LL0000031158	trmt44	tRNA methyltransferase 44 homolog
LL0000031159	trmt5	tRNA methyltransferase 5
LL0000031160	trmt6	tRNA methyltransferase 6
LL0000031161	trmt61a	tRNA methyltransferase 61A
LL0000031162	trmt61b	tRNA methyltransferase 61B
LL0000031163	trmt9b	tRNA methyltransferase 9B
LL0000031164	trmu	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase
LL0000031165	trnau1apa	tRNA selenocysteine 1 associated protein 1a
LL0000031166	trnau1apb	tRNA selenocysteine 1 associated protein 1b
LL0000031167	trnC	
LL0000031168	trnG	
LL0000031169	trnH	
LL0000031170	trnR	
LL0000031171	trnS2	
LL0000031172	trnt1	tRNA nucleotidyl transferase, CCA-adding, 1
LL0000031173	trnW	
LL0000031174	trnY	
LL0000031175	trove2	TROVE domain family, member 2 [Source:ZFIN;Acc:ZDB-GENE-051113-300]
LL0000031176	trpa1a	transient receptor potential cation channel, subfamily A, member 1a
LL0000031177	trpa1b	transient receptor potential cation channel, subfamily A, member 1b
LL0000031178	trpc1	transient receptor potential cation channel, subfamily C, member 1
LL0000031179	trpc2a	transient receptor potential cation channel subfamily C member 2a
LL0000031180	trpc2b	transient receptor potential cation channel subfamily C member 2b
LL0000031181	trpc3	transient receptor potential cation channel, subfamily C, member 3
LL0000031182	trpc4a	transient receptor potential cation channel, subfamily C, member 4a
LL0000031183	trpc4apa	transient receptor potential cation channel, subfamily C, member 4 associated protein a
LL0000031184	trpc4apb	transient receptor potential cation channel, subfamily C, member 4 associated protein b
LL0000031185	trpc4b	transient receptor potential cation channel, subfamily C, member 4b
LL0000031186	trpc5a	transient receptor potential cation channel, subfamily C, member 5a
LL0000031187	trpc5b	transient receptor potential cation channel, subfamily C, member 5b
LL0000031188	trpc6a	transient receptor potential cation channel, subfamily C, member 6a
LL0000031189	trpc6b	transient receptor potential cation channel, subfamily C, member 6b
LL0000031190	trpc7a	transient receptor potential cation channel, subfamily C, member 7a
LL0000031191	trpc7b	transient receptor potential cation channel, subfamily C, member 7b
LL0000031192	trpm1a	transient receptor potential cation channel, subfamily M, member 1a
LL0000031193	trpm1b	transient receptor potential cation channel, subfamily M, member 1b
LL0000031195	trpm3	transient receptor potential cation channel, subfamily M, member 3
LL0000031196	trpm4a	transient receptor potential cation channel, subfamily M, member 4a
LL0000031197	trpm4b.2	transient receptor potential cation channel, subfamily M, member 4b, transient receptor potential cation channel, subfamily M, member 4b, tandem duplicate 2
LL0000031198	trpm5	transient receptor potential cation channel, subfamily M, member 5
LL0000031199	trpm6	transient receptor potential cation channel, subfamily M, member 6
LL0000031200	trpm7	transient receptor potential cation channel, subfamily M, member 7
LL0000031201	trps1	trichorhinophalangeal syndrome I
LL0000031202	trpt1	tRNA phosphotransferase 1
LL0000031203	trpv1	transient receptor potential cation channel, subfamily V, member 1
LL0000031204	trpv4	transient receptor potential cation channel, subfamily V, member 4
LL0000031205	trpv6	transient receptor potential cation channel, subfamily V, member 6
LL0000031206	trrap	transformation/transcription domain-associated protein
LL0000031207	trub1	TruB pseudouridine (psi) synthase family member 1
LL0000031208	trub2	TruB pseudouridine (psi) synthase family member 2
LL0000031209	tsc1a	TSC complex subunit 1a
LL0000031210	tsc1b	TSC complex subunit 1b
LL0000031211	tsc2	TSC complex subunit 2
LL0000031212	tsc22d1	TSC22 domain family, member 1
LL0000031213	tsc22d2	TSC22 domain family 2
LL0000031215	tsc22d3	TSC22 domain family, member 3
LL0000031216	tsen15	TSEN15 tRNA splicing endonuclease subunit
LL0000031217	tsen2	TSEN2 tRNA splicing endonuclease subunit
LL0000031218	tsen34	TSEN34 tRNA splicing endonuclease subunit
LL0000031219	tsen54	TSEN54 tRNA splicing endonuclease subunit
LL0000031220	tsfm	Ts translation elongation factor, mitochondrial
LL0000031221	tsg101a	tumor susceptibility 101a
LL0000031222	tsg101b	tumor susceptibility 101b
LL0000031223	tsga10	testis specific, 10
LL0000031224	tshba	thyroid stimulating hormone subunit beta a
LL0000031225	tshr	thyroid stimulating hormone receptor
LL0000031226	tshz1	teashirt zinc finger homeobox 1
LL0000031227	tshz2	teashirt zinc finger homeobox 2
LL0000031228	tshz3a	teashirt zinc finger homeobox 3a
LL0000031229	tshz3b	teashirt zinc finger homeobox 3b
LL0000031230	tsku	tsukushi small leucine rich proteoglycan homolog (Xenopus laevis)
LL0000031231	tsn	translin
LL0000031232	tsnax	translin-associated factor X
LL0000031233	tsnaxip1	translin-associated factor X interacting protein 1
LL0000031234	tspan1	tetraspanin 1
LL0000031235	tspan10	tetraspanin 10
LL0000031236	tspan11	tetraspanin 11
LL0000031237	tspan12	tetraspanin 12
LL0000031238	tspan13a	tetraspanin 13a
LL0000031239	tspan13b	tetraspanin 13b
LL0000031240	tspan14	tetraspanin 14
LL0000031241	tspan15	tetraspanin 15
LL0000031242	tspan17	tetraspanin 17
LL0000031243	tspan18a	tetraspanin 18a
LL0000031244	tspan18b	tetraspanin 18b
LL0000031245	tspan2a	tetraspanin 2a
LL0000031246	tspan2b	tetraspanin 2b
LL0000031247	tspan31	tetraspanin 31
LL0000031248	tspan33a	tetraspanin 33a
LL0000031249	tspan33b	tetraspanin 33b
LL0000031250	tspan34	tetraspanin 34
LL0000031251	tspan35	tetraspanin 35
LL0000031252	tspan36	tetraspanin 36
LL0000031253	tspan37	tetraspanin 37
LL0000031254	tspan3a	tetraspanin 3a
LL0000031255	tspan3b	tetraspanin 3b
LL0000031256	tspan4a	tetraspanin 4a
LL0000031257	tspan4b	tetraspanin 4b
LL0000031258	tspan5a	tetraspanin 5a
LL0000031259	tspan5b	tetraspanin 5b
LL0000031260	tspan7	tetraspanin 7
LL0000031261	tspan7b	tetraspanin 7b
LL0000031262	tspan9a	tetraspanin 9a
LL0000031263	tspan9b	tetraspanin 9b
LL0000031264	tspeara	thrombospondin-type laminin G domain and EAR repeats a
LL0000031265	tspearb	thrombospondin-type laminin G domain and EAR repeats b
LL0000031266	tspo	translocator protein
LL0000031267	tspoap1	TSPO associated protein 1
LL0000031268	tspy	testis specific protein Y-linked
